     28.863942609364     -0.041649378196                      a               2             1.0000         43729.8731           119.8463          4302.6560             2.7157           758.0000
     28.786823197480     -0.053913120791                     0>               3             1.5850         43613.6221           119.8427          4302.6817             2.7027          1010.3333
     28.784738171205     -0.027461826895                    aR>              26             4.7004         43613.5788           119.8429          4302.6778             2.7274           932.6923
     28.784386668973     -0.008738843991                  a>>>>             994             9.9571         43618.3029           119.8428          4302.6687             2.7276           806.7415
     28.784120089769     -0.036278023562                  a>R>R            1114            10.1215         43618.0635           119.8428          4302.6827             2.7129           842.2666
     28.782107489654     -0.042573701079                  a>>RR            1138            10.1523         43615.0451           119.8428          4302.6822             2.7162           835.1678
     28.781762521801     -0.046428960158                 aRR>RR            7004            12.7740         43617.1442           119.8427          4302.6823             2.7315           790.4316
     28.781509314461     -0.053473596883                a>aa*>/           28144            14.7805         43618.7672           119.8426          4302.6893             2.7282           720.1874
     28.776907951153     -0.019324984805                aRaRR>+           29720            14.8591         43611.8747           119.8429          4302.6805             2.7553           720.2058
     28.773915665301     -0.061539772448               a>aa>R+/          181570            17.4702         43609.9524           119.8426          4302.6801             2.7428           682.4525
     28.770208200472     -0.034773924681               0>aRR>/>          205809            17.6509         43604.5164           119.8426          4302.6808             2.7649           690.1078
     28.768787377975      0.003519268069               aRa~/>>>          218762            17.7390         43602.4519           119.8407          4302.6215             2.7462           694.7737
     28.767634764297     -0.008362622495              aaR>RR~>+          764744            19.5446         43602.5113           119.8416          4302.6321             2.7691           645.5707
