1.017884655464484567e+01 8.365101069998970296e-01
3.170075578524463200e+00 -5.828351634998070629e+00
8.432033918702874775e-01 -6.229331960649677272e-03
3.044058111351801710e+00 -2.819555069927552893e-01
1.539274728753877941e+00 1.277109906728046251e+00
3.742294702416483210e-01 2.884210174107601499e-01
2.611408817474898392e-01 -2.457163092426934980e-01
1.923685556219697224e-01 -2.659466949055885321e-01
5.724209179080332000e+00 1.577017371768091980e+00
2.818510529886005589e+00 2.437942765464229389e+00
2.463993137787695575e-01 -3.905530645732589842e-04
1.213321970924541127e+01 -3.954795529059575188e+01
1.659415323209352255e-01 -1.209225275316452075e+00
3.377018320931916562e-01 -8.597724868987872970e-02
2.030069383475225642e-01 -5.900394900753825889e-01
3.039492734750861569e+00 -2.535992942039091869e+00
7.200026235005443809e+00 -7.550552606389689947e-01
1.291252724731505319e+00 -4.037340986714456070e-01
1.192936518120224054e+00 2.685459461738268772e-01
1.577798512575603551e+00 4.472472490188290073e-01
1.223461306092558321e+00 -3.527996999154237034e-01
1.987300960003796968e+00 1.138273375652510744e+01
4.257851693397343706e-02 -3.836407477013356604e-01
9.187581698837239408e-01 -2.746175486424211609e-01
7.478987406728782039e-02 -8.824667516060475184e-03
3.063272371541173822e+00 -1.690758559577711789e-02
4.208044461787274204e-01 -1.655557447851219166e-01
3.096049191304130588e+00 -8.496435617589415124e-01
1.283917127001681646e-01 -1.065150434591557227e+00
5.456119210172145628e-01 1.328375416635562412e-01
9.157172089199357989e-01 -1.350364433277599252e+00
8.588457032862812923e-01 4.982922714373095863e-01
1.369750778269538172e+00 5.441538364791453919e-01
2.864981770045315290e+00 -1.063881892287037223e+00
2.747884420404909989e+00 -7.848217546812116474e+00
1.365667860018228430e-01 -2.830935342154864906e-03
7.434801001709717028e+00 4.313042061502749269e-01
3.515789751492802395e+01 -6.698912586266562386e+00
2.407575326690269968e+00 -4.783027704557310855e+00
2.175805330839417628e+00 1.664080214104491473e+00
2.259133663257389291e+00 3.356817038589020807e+00
5.824365976615942797e-01 -1.027186981089796003e+00
3.726285167358431849e-01 -8.018475894267372561e-02
1.416579944933114010e-01 2.170030804344453834e+00
5.897656445915905321e-01 -7.785358928922615496e-01
1.912437594591000212e-01 -7.034739424540856767e-01
8.458570722731111324e-01 3.793059133633099322e-01
2.505364156826433986e-02 -1.900630095072534421e-03
4.446739097261945273e-01 -9.191405542534055728e-01
1.547194961988227924e+00 8.888333120172391411e-01
8.980042914650313790e+00 -1.445279997733283395e+01
7.840262056764782272e+00 1.994806401379211336e-01
1.477897452300841907e+00 -5.987030488546104534e-01
6.347345244846976098e-02 1.613603245935993705e-02
2.118000752507068096e+00 -1.353777197254510921e-02
6.840908277563968465e-01 2.301508979920650899e-01
1.131691867366992676e+00 3.417982619795095767e-01
3.991881256555088187e-01 -1.828027750573339105e+01
6.869979537705503958e+00 -1.275405334352354147e-01
4.537833254085383849e+00 -2.567569462066847663e+00
1.545395620972651596e+00 2.364177168966900666e+00
4.554767253436189378e-01 -5.996486948118787685e-01
5.404401267626985472e+00 2.398080896507024828e+00
2.635318365939054996e-01 -5.130768494961229775e-01
1.091897300678179583e+00 2.535374385198546632e-01
1.291544569369025064e+00 9.204632492967053103e-01
9.885016180768049665e+00 -1.938831467252556173e+00
2.721573327527536390e-02 -2.555377559615197747e+00
3.305819242876694708e-01 -5.700259242370850910e-01
6.961501752505261376e-01 -5.339559661653380251e-01
7.309036351244541763e+00 2.288394484049036393e-01
2.293600256893985723e+00 1.149089186542783692e+00
3.203268539595220399e-01 -1.341021754140660216e-01
2.594280318725055157e-01 -1.585345807189976863e+00
7.579167174158192299e-01 -4.268669852479425231e+01
3.137720221189107539e-01 9.706055446989832192e-02
1.237325919326912466e-01 -6.533140328641391381e-01
2.213585364169772696e+00 3.826940400417917054e+00
1.349158531839298236e+00 2.177890193423968501e+00
2.255163823268099499e+00 2.612481910616945013e-01
5.735619874047606537e+00 8.106422982845333802e-01
1.502029635367442317e+01 -3.921569281943640295e+00
1.722929875142406475e+00 1.021950372681943886e+00
1.230196814695365459e+00 -6.596909459285443811e-01
2.437085409477155018e+00 1.959604841464025915e+00
2.895023752524265026e-01 -7.515405159047211514e-01
2.825461421649948957e+00 -1.082777704318327316e+00
2.403753368226627884e+00 1.191211695337994758e+00
1.989989756632228879e-01 -1.315644422566770444e-01
1.016429292155560837e+01 2.020015655854138226e-01
3.238000593053293130e+00 -1.474362841542902869e+00
3.335797481114831098e-01 -6.682856068144178707e-02
2.950492451446519837e+00 -1.571011757811699550e+00
2.138957053331663083e+00 1.774630457713567422e+00
1.651201433863903834e+00 8.247979030550867119e-01
1.978262853955840939e+01 -3.562788514649988247e-01
5.503475021096605468e-01 9.544608626039410848e-02
2.273681673856980667e-01 -2.021984666335804870e-01
6.623102502869008390e+01 6.724268911169739571e-01
1.563612904178628860e+00 3.505168276032550878e+00
4.530392963463615388e+02 -1.898075308059881672e-01
1.131359042933728458e-02 -2.620740218688337453e-02
7.653757645598948667e-01 1.329029890586226892e-01
2.330802160611984419e+00 6.586870245660101375e-01
2.502928805408256574e-01 -1.447613400850390752e-01
5.276611219793443830e+00 6.140284420952400346e+00
4.890141077898844912e+01 2.783641466517079834e+02
4.062197157054263097e-01 -2.823021222855392337e-03
4.230570859672557749e-01 -3.846739090878782963e-01
1.257962564874184341e+00 4.905164130466906358e-01
9.610710672047977077e-02 -3.573544596046086125e-02
6.075273059075604609e-02 -1.610705921088914812e-03
4.254692440053322589e-01 7.477204423295553959e-02
1.000926871113934302e+00 -3.059461599779098040e-01
1.481832963738332065e+00 -2.674793650897734978e-02
2.254658903255057911e-01 -5.096912453981136126e-01
3.303997422161679687e+00 -2.949656012614189082e-01
1.601876601527008281e+00 -2.798626985162090186e+00
1.332095215480027850e+00 3.826560626453225367e-01
1.129316726715550584e-01 -1.392535081675447817e-01
1.420000293069725217e+01 7.072300700349829494e-01
1.529072494429192464e+00 1.872074764215146958e+00
1.493712386509111312e+00 2.063528419483171561e-01
5.945617782416888986e+00 -7.233421132856525659e-01
2.272724050879744606e+00 3.680687109861136452e+00
2.438274523087344381e+00 1.988108517368447181e+00
1.067834738912323722e+00 -1.024688731583617632e-02
1.317996218606053871e+00 -3.187555989092325515e-01
1.588184496710161708e+00 -5.293846505508322808e-01
1.426882085667866562e-01 -7.904372604977111250e-02
4.400664355881112932e+00 6.613894448720639474e+00
4.389508898539017795e-03 -4.149340205269159282e-02
3.381310922282285136e-01 2.570670467270863568e-01
7.750446889499216230e-01 -1.045219815605855640e-01
2.218455561705503953e+00 -1.789163347992626143e+02
6.670399942249140013e-01 -2.092369386067062520e-01
3.453093076468490619e+00 -5.087647195018978330e-01
8.498674544894777583e-01 -1.129752294718137061e-02
2.065503821622351188e-01 -5.556596846096558545e-02
1.329199775537522887e-01 -1.061152116430018166e+00
2.465681461917794248e+00 2.148359805979463966e-01
2.567316329393491414e-01 -5.703236224933823095e-01
3.403871398616412081e-02 -2.998412820026435943e-02
1.025201797196919618e-01 -2.595500953784398157e-01
6.764090220787919350e+01 -2.200342442089539829e-01
2.994363012305676719e+01 2.196005585232484680e+00
4.594518620377908147e-01 -5.279860854612512533e-01
6.982701754498389646e-02 -3.245095816438096636e-01
1.933947898533418552e+01 6.617571532081073515e-01
1.588443898289668699e+00 1.685108098423545864e-01
1.326464350136602466e-01 -1.728869977075327968e-01
2.746765855499300191e-01 1.548844199608715722e-01
1.149558837019646756e-01 -1.983807908765772732e+00
2.226122610617810860e-01 -3.069776980708642711e+01
2.698913348593577055e+01 1.307879901240034615e+00
1.665354732748022260e+00 1.620135501721905014e+00
2.278793762873866591e+00 1.545331241798125088e+00
7.812589595745235371e+00 1.220708047058384427e+00
1.379907019911996269e+00 -5.232193621839559272e-01
1.943130696804599111e+01 -2.685729943763758953e+00
2.678941869450814472e+00 1.518394929054517117e+00
1.132152553100080061e-01 -1.658644400192526083e-02
4.384057793911071421e+00 1.136847775390373627e+00
3.989070113387246597e+00 5.739745162732518696e-02
8.636468566221150445e-01 2.247121433368901577e-01
4.680546212027458353e+00 1.511451143737412517e+00
5.450968229938002452e+00 1.412995668968521024e+00
1.167480976475668086e+02 -2.080935543600588300e-01
7.190822472101001672e-01 -5.132504765790037171e-02
2.382178207577485274e-01 9.272869994586869667e-04
1.184864107721583126e+00 -1.912789229261950275e-01
1.120211462015204162e+00 -4.411710482488172547e-01
9.370791419086490492e-01 1.277756357335221027e-01
1.000413469656943111e+00 2.274852324161044770e+00
2.001775585491899712e+00 -4.021258813902764961e-01
1.711159385872508709e+00 6.002483857462961314e-01
8.002451971300000855e-01 3.290950409262163312e-01
4.260467201605723453e+00 4.913296547364877642e-01
7.085907060169831517e-01 3.916897267811443317e-01
7.177128735509067381e-01 -6.557485533650859733e-01
4.070028959908011501e+00 1.903494645410330310e+00
3.458316391509230203e-01 2.771003032920321685e-01
2.853550645683899489e+00 2.367042359833412934e+00
2.227098358233977393e+00 3.592661853665113370e-01
1.400075855457709739e+00 3.636107435404178911e-01
1.968630962451662469e+00 1.356411674423003921e+00
2.110562158201741839e-02 -2.899510813718641014e-02
1.346155681146984362e+00 8.012313528898792336e-01
6.024748487517269518e-02 -5.117664458965898167e-02
2.621952902821766962e+00 -1.431510667967840211e+00
5.370573931082900820e+00 -1.052359756793064172e+01
2.098991205497989121e+00 4.296923189257843667e+00
1.665373077039905281e-01 -1.584952641383654770e+00
7.920684697502126115e-01 -8.089497694178695575e-01
2.341173124988536358e+01 -2.011010883218949719e+00
4.906990322273474980e+00 -1.207857484930833181e+01
9.920927384376746483e-01 7.985934348155053764e-01
1.155223615675544657e+00 -2.357310321307415912e-01
1.726080453881824184e+00 -9.289153681052898792e-02
1.440482621958727449e+00 5.502708380402413502e-01
5.615923089066936491e-01 -5.182934998694624928e-01
6.632582984728109254e-01 1.444909914877048618e-01
3.884228561532459406e-02 -1.106943023461943454e-01
1.188300246634949264e+00 1.390647485292155483e-01
8.037893488947935872e-01 -6.536769933705318669e-01
1.663132397889819369e+00 2.722788690306448434e+00
6.583147238396680478e-01 -4.961231752668560091e-01
8.907326580117480574e-01 2.719827737004041901e-01
8.030436200873715402e-02 -5.053095919999967683e-02
5.014558324776396958e+00 3.900330898016556302e-01
1.003115636491505924e+00 -1.991365099677753769e-01
9.549140854468334272e-01 -3.069552471799997639e-03
3.157172231946537178e+00 -4.500098585377415583e-01
3.209977001934211760e+00 -6.883689699392638028e-02
1.183646226777115062e+00 1.625900245567037383e-01
1.108237124572865717e+01 2.306807781677085600e+01
2.102504664454250827e-01 5.279163672748901526e+00
4.263756674458270557e-01 -2.224416121512179156e+00
1.608445724512039599e+00 -4.901133221681678448e-02
1.199355643930257509e+00 8.504654344332703009e-02
1.763862967799879056e-01 -1.018966739089234158e-01
1.040632499046939685e+01 1.190597703306448159e-02
1.295035334896261991e+00 6.203847266541179239e-01
8.317884729792325293e-01 6.402448357851846517e-01
5.199636422650000256e+00 -4.024796993989389615e-01
3.944897281977378656e-01 2.088506090351180955e-01
1.906878093472513136e+00 -2.319403058509448279e-01
5.850491591075034359e-01 -9.141710021580721213e-01
2.311464622990928586e+00 -2.634901731181367723e-01
1.880136286767578740e-02 -2.301036027389318228e+00
1.108957216306448679e+01 2.949441205293627188e+00
6.031595980949324559e-02 1.513060480695164189e+00
3.934270476242284209e-01 -9.632355533378433865e-01
2.892690061216172559e+00 -2.044075429099061036e+00
1.571131010443632681e+00 4.801975610067739098e-01
